"LONG"	"LAT"	"STATIONID"	"SAMPLEID"	"COLLDATE"	"TAXAID"	"N_TAXA"	"NONTARGET"	"TolVal"	"BCG_Attr"	"BCG_Attr2"	"FFG"	"HABIT"	"LIFE_CYCLE"	"AIRBREATHER"	"PHYLUM"	"CLASS"	"ORDER"	"FAMILY"	"GENUS"	"CFS"	"L3Eco"	"WsAreaSqKm"	"ElevCat"	"PrecipCat"	"PrecipWs"	"TmeanCat"	"WetIndexWs"	"WtDepWs"	"PermWs"	"SandWs"	"ClayWs"	"Fe2O3Cat"	"MgOCat"	"K2OWs"	"Al2O3Ws"	"NWs"	"SWs"
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"BAETIDAE"	1	FALSE	5	"4"	"4_middle"	"CG"	"SW"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"EPHEMEROPTERA"	"BAETIDAE"	""	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"CAENIS"	2	FALSE	5	"4"	"4_middle"	"CG"	"SP"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"EPHEMEROPTERA"	"CAENIDAE"	"CAENIS"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"CORIXIDAE"	2	FALSE	5	"4"	"4_middle"	"PR"	"SW"	"multi"	TRUE	"ARTHROPODA"	"INSECTA"	"HEMIPTERA"	"CORIXIDAE"	""	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"CRICOTOPUS"	2	FALSE	5	"4"	"4_middle"	"SH,CG"	"CN"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"CHIRONOMIDAE"	"CRICOTOPUS"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"CRYPTOCHIRONOMUS"	1	FALSE	6	"4"	"4_worse"	"PR"	"SP"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"CHIRONOMIDAE"	"CRYPTOCHIRONOMUS"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"DINEUTUS"	1	FALSE	5	"4"	"4_middle"	"PR"	"SW"	"uni"	TRUE	"ARTHROPODA"	"INSECTA"	"COLEOPTERA"	"GYRINIDAE"	"DINEUTUS"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"DUBIRAPHIA"	1	FALSE	5	"4"	"4_middle"	"CG,SC"	"CN"	"semi,uni"	FALSE	"ARTHROPODA"	"INSECTA"	"COLEOPTERA"	"ELMIDAE"	"DUBIRAPHIA"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"ERPETOGOMPHUS DESIGNATUS"	11	FALSE	4	"4"	"4_better"	"PR"	"BU"	"semi"	FALSE	"ARTHROPODA"	"INSECTA"	"ODONATA"	"GOMPHIDAE"	"ERPETOGOMPHUS"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"FALLCEON QUILLERI"	4	FALSE	6	"4"	"4_worse"	"CG,SH"	"SW"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"EPHEMEROPTERA"	"BAETIDAE"	"FALLCEON"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"HELICHUS"	3	FALSE	5	"4"	"4_middle"	"SC,SH,CG"	"CN"	"semi"	FALSE	"ARTHROPODA"	"INSECTA"	"COLEOPTERA"	"DRYOPIDAE"	"HELICHUS"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"HETAERINA AMERICANA"	13	FALSE	5	"4"	"4_middle"	"PR"	"CB,CN"	"semi"	FALSE	"ARTHROPODA"	"INSECTA"	"ODONATA"	"CALOPTERYGIDAE"	"HETAERINA"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"HYDROBAENUS"	2	FALSE	6	"4"	"4_worse"	"SC"	"SP"	"uni"	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"CHIRONOMIDAE"	"HYDROBAENUS"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"HYDROPSYCHE"	252	FALSE	6	"4"	"4_worse"	"CF"	"CN"	"uni"	FALSE	"ARTHROPODA"	"INSECTA"	"TRICHOPTERA"	"HYDROPSYCHIDAE"	"HYDROPSYCHE"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"ISONYCHIA"	3	FALSE	5	"4"	"4_middle"	"CF"	"SW,CN"	"uni"	FALSE	"ARTHROPODA"	"INSECTA"	"EPHEMEROPTERA"	"ISONYCHIIDAE"	"ISONYCHIA"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"MACCAFFERTIUM"	3	FALSE	5	"4"	"4_middle"	"SC"	"CN"	"uni"	FALSE	"ARTHROPODA"	"INSECTA"	"EPHEMEROPTERA"	"HEPTAGENIIDAE"	"MACCAFFERTIUM"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"NECTOPSYCHE"	10	FALSE	5	"4"	"4_middle"	"SH"	"CB,SP"	"uni"	FALSE	"ARTHROPODA"	"INSECTA"	"TRICHOPTERA"	"LEPTOCERIDAE"	"NECTOPSYCHE"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"NEOPORUS DIMIDIATUS"	2	FALSE	6	"4"	"4_worse"	"PR"	"SW"	"multi"	TRUE	"ARTHROPODA"	"INSECTA"	"COLEOPTERA"	"DYTISCIDAE"	"NEOPORUS"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"PHYSELLA"	8	FALSE	8	"5"	""	"SC"	"CB"	"multi"	FALSE	"MOLLUSCA"	"GASTROPODA"	"BASOMMATOPHORA"	"PHYSIDAE"	"PHYSELLA"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"POLYPEDILUM"	11	FALSE	5	"4"	"4_middle"	"SH,CG"	"CB,CN"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"CHIRONOMIDAE"	"POLYPEDILUM"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"PROGOMPHUS OBSCURUS"	3	FALSE	5	"4"	"4_better"	"PR"	"BU"	"uni"	FALSE	"ARTHROPODA"	"INSECTA"	"ODONATA"	"GOMPHIDAE"	"PROGOMPHUS"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"RHEOTANYTARSUS"	5	FALSE	5	"4"	"4_middle"	"CF"	"CN"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"CHIRONOMIDAE"	"RHEOTANYTARSUS"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"SIALIS"	1	FALSE	5	"4"	"4_middle"	"PR"	"BU"	"uni"	FALSE	"ARTHROPODA"	"INSECTA"	"MEGALOPTERA"	"SIALIDAE"	"SIALIS"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"SIMULIUM"	1	FALSE	5	"4"	"4_middle"	"CF"	"CN"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"SIMULIIDAE"	"SIMULIUM"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"STENACRON INTERPUNCTATUM"	2	FALSE	6	"4"	"4_worse"	"CG"	"CN"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"EPHEMEROPTERA"	"HEPTAGENIIDAE"	"STENACRON"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"STENELMIS"	2	FALSE	5	"4"	"4_middle"	"SC"	"CN"	"semi,uni"	FALSE	"ARTHROPODA"	"INSECTA"	"COLEOPTERA"	"ELMIDAE"	"STENELMIS"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"TANYTARSUS"	4	FALSE	5	"4"	"4_middle"	"CF,CG"	"CN"	"uni"	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"CHIRONOMIDAE"	"TANYTARSUS"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"THIENEMANNIELLA"	1	FALSE	5	"4"	"4_middle"	"CG"	"SP"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"CHIRONOMIDAE"	"THIENEMANNIELLA"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"THIENEMANNIMYIA GROUP"	9	FALSE	5	"4"	"4_middle"	"PR"	"SP"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"CHIRONOMIDAE"	"THIENEMANNIMYIA GROUP"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"TRICORYTHODES"	2	FALSE	6	"4"	"4_worse"	"CG"	"SP"	"uni"	FALSE	"ARTHROPODA"	"INSECTA"	"EPHEMEROPTERA"	"LEPTOHYPHIDAE"	"TRICORYTHODES"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40716153	39.58615385	"KS_MMI_Site617"	"KS_Liz_3569_Rep1"	"24-Oct-17"	"TROPISTERNUS"	1	FALSE	5	"4"	"4_middle"	"PR"	"CB"	"multi"	TRUE	"ARTHROPODA"	"INSECTA"	"COLEOPTERA"	"HYDROPHILIDAE"	"TROPISTERNUS"	323	"eco3_27"	55727.1216	391.3241	759.7295224	527.1573565	12.37641145	882.6027	180.4843	7.932	23.3844	20.1067	16.017	1.0916	1.9489	9.5755	0.0506	0.1618
-97.40445484	37.59963426	"KS_MMI_Site138"	"KS_Clint_1456_Rep1"	"30-Jul-19"	"ARGIA"	5	FALSE	6	"4"	"4_worse"	"PR"	"CB,CN"	"uni"	FALSE	"ARTHROPODA"	"INSECTA"	"ODONATA"	"COENAGRIONIDAE"	"ARGIA"	11.1	"eco3_27"	393.93	395.3919	863.5439026	848.2427367	13.80712258	952.4614	177.3324	3.7967	27.7259	29.0305	16.017	1.0916	2.3093	12.4276	0.1792	0.0312
-97.40445484	37.59963426	"KS_MMI_Site138"	"KS_Clint_1456_Rep1"	"30-Jul-19"	"AXARUS"	1	FALSE	5	"4"	"4_better"	"CG"	"SP"	NA	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"CHIRONOMIDAE"	"AXARUS"	11.1	"eco3_27"	393.93	395.3919	863.5439026	848.2427367	13.80712258	952.4614	177.3324	3.7967	27.7259	29.0305	16.017	1.0916	2.3093	12.4276	0.1792	0.0312
-97.40445484	37.59963426	"KS_MMI_Site138"	"KS_Clint_1456_Rep1"	"30-Jul-19"	"BAETIS"	11	FALSE	5	"4"	"4_middle"	"CG"	"SW,CN"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"EPHEMEROPTERA"	"BAETIDAE"	"BAETIS"	11.1	"eco3_27"	393.93	395.3919	863.5439026	848.2427367	13.80712258	952.4614	177.3324	3.7967	27.7259	29.0305	16.017	1.0916	2.3093	12.4276	0.1792	0.0312
-97.40445484	37.59963426	"KS_MMI_Site138"	"KS_Clint_1456_Rep1"	"30-Jul-19"	"BEROSUS"	4	FALSE	5	"4"	"4_middle"	"PH,CG"	"SW"	"multi"	TRUE	"ARTHROPODA"	"INSECTA"	"COLEOPTERA"	"HYDROPHILIDAE"	"BEROSUS"	11.1	"eco3_27"	393.93	395.3919	863.5439026	848.2427367	13.80712258	952.4614	177.3324	3.7967	27.7259	29.0305	16.017	1.0916	2.3093	12.4276	0.1792	0.0312
-97.40445484	37.59963426	"KS_MMI_Site138"	"KS_Clint_1456_Rep1"	"30-Jul-19"	"CELITHEMIS EPONINA"	1	FALSE	NA	NA	NA	"PR"	"CB"	"uni"	FALSE	"ARTHROPODA"	"INSECTA"	"ODONATA"	"LIBELLULIDAE"	"CELITHEMIS"	11.1	"eco3_27"	393.93	395.3919	863.5439026	848.2427367	13.80712258	952.4614	177.3324	3.7967	27.7259	29.0305	16.017	1.0916	2.3093	12.4276	0.1792	0.0312
-97.40445484	37.59963426	"KS_MMI_Site138"	"KS_Clint_1456_Rep1"	"30-Jul-19"	"CHEUMATOPSYCHE"	6	FALSE	6	"4"	"4_worse"	"CF"	"CN"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"TRICHOPTERA"	"HYDROPSYCHIDAE"	"CHEUMATOPSYCHE"	11.1	"eco3_27"	393.93	395.3919	863.5439026	848.2427367	13.80712258	952.4614	177.3324	3.7967	27.7259	29.0305	16.017	1.0916	2.3093	12.4276	0.1792	0.0312
-97.40445484	37.59963426	"KS_MMI_Site138"	"KS_Clint_1456_Rep1"	"30-Jul-19"	"CHIRONOMIDAE"	3	FALSE	5	"4"	"4_middle"	"CG"	"BU"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"CHIRONOMIDAE"	""	11.1	"eco3_27"	393.93	395.3919	863.5439026	848.2427367	13.80712258	952.4614	177.3324	3.7967	27.7259	29.0305	16.017	1.0916	2.3093	12.4276	0.1792	0.0312
-97.40445484	37.59963426	"KS_MMI_Site138"	"KS_Clint_1456_Rep1"	"30-Jul-19"	"CHIRONOMUS"	47	FALSE	6	"4"	"4_worse"	"CG"	"BU"	"uni"	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"CHIRONOMIDAE"	"CHIRONOMUS"	11.1	"eco3_27"	393.93	395.3919	863.5439026	848.2427367	13.80712258	952.4614	177.3324	3.7967	27.7259	29.0305	16.017	1.0916	2.3093	12.4276	0.1792	0.0312
-97.40445484	37.59963426	"KS_MMI_Site138"	"KS_Clint_1456_Rep1"	"30-Jul-19"	"COPELATUS"	1	FALSE	5	"4"	"4_middle"	"PR"	"SW"	"uni"	TRUE	"ARTHROPODA"	"INSECTA"	"COLEOPTERA"	"DYTISCIDAE"	"COPELATUS"	11.1	"eco3_27"	393.93	395.3919	863.5439026	848.2427367	13.80712258	952.4614	177.3324	3.7967	27.7259	29.0305	16.017	1.0916	2.3093	12.4276	0.1792	0.0312
-97.40445484	37.59963426	"KS_MMI_Site138"	"KS_Clint_1456_Rep1"	"30-Jul-19"	"CORBICULA FLUMINEA"	1	FALSE	5	"6m"	""	"CF"	"BU"	"multi"	FALSE	"MOLLUSCA"	"BIVALVIA"	"VENEROIDA"	"CORBICULIDAE"	"CORBICULA"	11.1	"eco3_27"	393.93	395.3919	863.5439026	848.2427367	13.80712258	952.4614	177.3324	3.7967	27.7259	29.0305	16.017	1.0916	2.3093	12.4276	0.1792	0.0312
-97.40445484	37.59963426	"KS_MMI_Site138"	"KS_Clint_1456_Rep1"	"30-Jul-19"	"CORIXIDAE"	22	FALSE	5	"4"	"4_middle"	"PR"	"SW"	"multi"	TRUE	"ARTHROPODA"	"INSECTA"	"HEMIPTERA"	"CORIXIDAE"	""	11.1	"eco3_27"	393.93	395.3919	863.5439026	848.2427367	13.80712258	952.4614	177.3324	3.7967	27.7259	29.0305	16.017	1.0916	2.3093	12.4276	0.1792	0.0312
-97.40445484	37.59963426	"KS_MMI_Site138"	"KS_Clint_1456_Rep1"	"30-Jul-19"	"CRICOTOPUS (CRICOTOPUS) BICINCTUS GR."	9	FALSE	5	"4"	"4_middle"	"SH,CG"	"CN"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"CHIRONOMIDAE"	"CRICOTOPUS"	11.1	"eco3_27"	393.93	395.3919	863.5439026	848.2427367	13.80712258	952.4614	177.3324	3.7967	27.7259	29.0305	16.017	1.0916	2.3093	12.4276	0.1792	0.0312
-97.40445484	37.59963426	"KS_MMI_Site138"	"KS_Clint_1456_Rep1"	"30-Jul-19"	"CRICOTOPUS/ORTHOCLADIUS"	3	FALSE	5	"4"	"4_middle"	"SH,CG"	"CN"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"CHIRONOMIDAE"	"CRICOTOPUS/ORTHOCLADIUS"	11.1	"eco3_27"	393.93	395.3919	863.5439026	848.2427367	13.80712258	952.4614	177.3324	3.7967	27.7259	29.0305	16.017	1.0916	2.3093	12.4276	0.1792	0.0312
-97.40445484	37.59963426	"KS_MMI_Site138"	"KS_Clint_1456_Rep1"	"30-Jul-19"	"CRYPTOCHIRONOMUS"	1	FALSE	6	"4"	"4_worse"	"PR"	"SP"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"CHIRONOMIDAE"	"CRYPTOCHIRONOMUS"	11.1	"eco3_27"	393.93	395.3919	863.5439026	848.2427367	13.80712258	952.4614	177.3324	3.7967	27.7259	29.0305	16.017	1.0916	2.3093	12.4276	0.1792	0.0312
-97.40445484	37.59963426	"KS_MMI_Site138"	"KS_Clint_1456_Rep1"	"30-Jul-19"	"DICROTENDIPES"	2	FALSE	6	"4"	"4_worse"	"CG"	"BU"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"CHIRONOMIDAE"	"DICROTENDIPES"	11.1	"eco3_27"	393.93	395.3919	863.5439026	848.2427367	13.80712258	952.4614	177.3324	3.7967	27.7259	29.0305	16.017	1.0916	2.3093	12.4276	0.1792	0.0312
-97.40445484	37.59963426	"KS_MMI_Site138"	"KS_Clint_1456_Rep1"	"30-Jul-19"	"DINEUTUS"	6	FALSE	5	"4"	"4_middle"	"PR"	"SW"	"uni"	TRUE	"ARTHROPODA"	"INSECTA"	"COLEOPTERA"	"GYRINIDAE"	"DINEUTUS"	11.1	"eco3_27"	393.93	395.3919	863.5439026	848.2427367	13.80712258	952.4614	177.3324	3.7967	27.7259	29.0305	16.017	1.0916	2.3093	12.4276	0.1792	0.0312
-97.40445484	37.59963426	"KS_MMI_Site138"	"KS_Clint_1456_Rep1"	"30-Jul-19"	"DUGESIA"	2	FALSE	5	"4"	"4_middle"	"CG,PR"	"SP"	NA	FALSE	"PLATYHELMINTHES"	"TURBELLARIA"	"TRICLADIDA"	"PLANARIIDAE"	"DUGESIA"	11.1	"eco3_27"	393.93	395.3919	863.5439026	848.2427367	13.80712258	952.4614	177.3324	3.7967	27.7259	29.0305	16.017	1.0916	2.3093	12.4276	0.1792	0.0312
-97.40445484	37.59963426	"KS_MMI_Site138"	"KS_Clint_1456_Rep1"	"30-Jul-19"	"ENALLAGMA"	1	FALSE	6	"4"	"4_worse"	"PR"	"CB"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"ODONATA"	"COENAGRIONIDAE"	"ENALLAGMA"	11.1	"eco3_27"	393.93	395.3919	863.5439026	848.2427367	13.80712258	952.4614	177.3324	3.7967	27.7259	29.0305	16.017	1.0916	2.3093	12.4276	0.1792	0.0312
-97.40445484	37.59963426	"KS_MMI_Site138"	"KS_Clint_1456_Rep1"	"30-Jul-19"	"ENOCHRUS"	1	FALSE	6	"4"	"4_worse"	"CG"	"BU,SW"	"uni"	TRUE	"ARTHROPODA"	"INSECTA"	"COLEOPTERA"	"HYDROPHILIDAE"	"ENOCHRUS"	11.1	"eco3_27"	393.93	395.3919	863.5439026	848.2427367	13.80712258	952.4614	177.3324	3.7967	27.7259	29.0305	16.017	1.0916	2.3093	12.4276	0.1792	0.0312
-97.40445484	37.59963426	"KS_MMI_Site138"	"KS_Clint_1456_Rep1"	"30-Jul-19"	"ERPOBDELLA"	2	FALSE	7	"4"	"4_worse"	"PR"	"SP"	NA	FALSE	"ANNELIDA"	"HIRUDINEA"	"ARHYNCHOBDELLID"	"ERPOBDELLIDAE"	"ERPOBDELLA"	11.1	"eco3_27"	393.93	395.3919	863.5439026	848.2427367	13.80712258	952.4614	177.3324	3.7967	27.7259	29.0305	16.017	1.0916	2.3093	12.4276	0.1792	0.0312
-97.40445484	37.59963426	"KS_MMI_Site138"	"KS_Clint_1456_Rep1"	"30-Jul-19"	"FALLCEON QUILLERI"	20	FALSE	6	"4"	"4_worse"	"CG,SH"	"SW"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"EPHEMEROPTERA"	"BAETIDAE"	"FALLCEON"	11.1	"eco3_27"	393.93	395.3919	863.5439026	848.2427367	13.80712258	952.4614	177.3324	3.7967	27.7259	29.0305	16.017	1.0916	2.3093	12.4276	0.1792	0.0312
-97.40445484	37.59963426	"KS_MMI_Site138"	"KS_Clint_1456_Rep1"	"30-Jul-19"	"GLYPTOTENDIPES"	30	FALSE	6	"4"	"4_worse"	"SH,CG,CF"	"BU"	"uni"	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"CHIRONOMIDAE"	"GLYPTOTENDIPES"	11.1	"eco3_27"	393.93	395.3919	863.5439026	848.2427367	13.80712258	952.4614	177.3324	3.7967	27.7259	29.0305	16.017	1.0916	2.3093	12.4276	0.1792	0.0312
-97.40445484	37.59963426	"KS_MMI_Site138"	"KS_Clint_1456_Rep1"	"30-Jul-19"	"HETAERINA AMERICANA"	3	FALSE	5	"4"	"4_middle"	"PR"	"CB,CN"	"semi"	FALSE	"ARTHROPODA"	"INSECTA"	"ODONATA"	"CALOPTERYGIDAE"	"HETAERINA"	11.1	"eco3_27"	393.93	395.3919	863.5439026	848.2427367	13.80712258	952.4614	177.3324	3.7967	27.7259	29.0305	16.017	1.0916	2.3093	12.4276	0.1792	0.0312
