"SAMPLEID","LONG","CFS","WsAreaSqKm","ElevCat","PrecipCat","PrecipWs","TmeanCat","WetIndexWs","WtDepWs","PermWs","SandWs","ClayWs","Fe2O3Cat","MgOCat","K2OWs","Al2O3Ws","NWs","SWs","L3Eco","TAXAID","N_TAXA","file_taxatrans","file_attributes","Rank","Slash","NONTARGET","BCG_sens","Habit_CBCN","Order_EPT","Volt_semi","TolVal","BCG_Attr","BCG_Attr2","FFG","FFG_Src","HABIT","HABIT_Src","LIFE_CYCLE","LIFE_CYCLE_Src","THERMAL_INDICATOR","AIRBREATHER","PHYLUM","CLASS","ORDER","FAMILY","GENUS","KBGENSPE","NOD","AP","HM","POC","SA","SSS","Min_HM1988","Max_HM1988","Mean_HM1988","KBTOLR","EXCLUDE"
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","FALLCEON QUILLERI",13,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Species",NA,FALSE,NA,NA,"yes",NA,6,"4","4_worse","CG,SH","IA; NE; OK; Tward; NRSA; MN","SW","MN; Tward; NRSA","multi","Tward; NRSA",NA,FALSE,"ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","FALLCEON","FALLCEON QUILLERI",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","GOMPHIDAE",2,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Family",NA,FALSE,NA,NA,NA,"yes",5,"4","4_middle","PR","IA; NE; MODNR; OK; MN; NRSA","BU","IA; NE; MODNR; OK; MN; NRSA","semi","NRSA",NA,FALSE,"ARTHROPODA","INSECTA","ODONATA","GOMPHIDAE",NA,NA,3,2,1,3,3,4,1,4,2.666666667,NA,FALSE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","HELICHUS SUTURALIS",1,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Species",NA,FALSE,NA,"yes",NA,"yes",5,"4","4_middle","SC,SH,CG","IA; MODNR; NRSA; Tward","CN","Tward; NRSA","semi","Tward",NA,FALSE,"ARTHROPODA","INSECTA","COLEOPTERA","DRYOPIDAE","HELICHUS","HELICHUS SUTURALIS",3,4,3,3,3,4,3,4,3.333333333,4,FALSE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","HETAERINA AMERICANA",2,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Species",NA,FALSE,NA,"yes",NA,"yes",5,"4","4_middle","PR","IA; NE; OK; MN; Tward; NRSA","CB,CN","NE; MN; Tward; NRSA","semi","Tward","warm",FALSE,"ARTHROPODA","INSECTA","ODONATA","CALOPTERYGIDAE","HETAERINA","HETAERINA AMERICANA",3,2,1,2,4,3,1,4,2.5,4,FALSE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","HETERELMIS VULNERATA",5,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Species",NA,FALSE,NA,"yes",NA,"yes",5,"4","4_middle","CG","OK; Tward","CN","Tward; NRSA","semi","Tward",NA,FALSE,"ARTHROPODA","INSECTA","COLEOPTERA","ELMIDAE","HETERELMIS","HETERELMIS VULNERATA",2,5,1,3,3,2,1,5,2.666666667,4,FALSE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","HYDROCHUS",1,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,"yes",NA,NA,6,"4","4_worse","SH","IA; NE; MODNR; OK; MN; Tward; NRSA","CB,SW","Tward; NRSA","uni","Tward; NRSA",NA,FALSE,"ARTHROPODA","INSECTA","COLEOPTERA","HYDROCHIDAE","HYDROCHUS","HYDROCHUS",3,3,1,3,3,2,1,3,2.5,99,FALSE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","HYDROPSYCHE",1,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,"yes","yes",NA,6,"4","4_worse","CF","IA; NE; MODNR; OK; MN; Tward; NRSA","CN","NE; OK; MN; Tward; NRSA","uni","Tward; NRSA",NA,FALSE,"ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHE","HYDROPSYCHE",3,3,1,1,3,3,1,3,2.333333333,4,TRUE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","HYDROPSYCHE ORRIS",5,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Species",NA,FALSE,NA,"yes","yes",NA,5,"4","4_middle","CF","IA; NE; OK; MN; Tward; NRSA","CN","NE; MN; Tward; NRSA","uni","Tward; NRSA",NA,FALSE,"ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHE","HYDROPSYCHE ORRIS",3,3,2,1,3,3,1,3,2.5,4,FALSE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","HYDROPSYCHE SIMULANS",7,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Species",NA,FALSE,NA,"yes","yes",NA,6,"4","4_worse","CF","IA; NE; OK; MN; Tward; NRSA","CN","NE; MN; Tward; NRSA","uni","Tward; NRSA","warm",FALSE,"ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHE","HYDROPSYCHE SIMULANS",3,3,2,1,3,3,1,3,2.5,4,FALSE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","HYDROPSYCHIDAE",10,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Family",NA,FALSE,NA,"yes","yes",NA,5,"4","4_middle","CF","IA; NE; MODNR; OK; MN; ;","CN","NE; OK; MN","uni","NRSA",NA,FALSE,"ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE",NA,NA,3,3,2,2,3,3,2,3,2.666666667,NA,TRUE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","ISONYCHIA",5,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,"yes","yes",NA,5,"4","4_middle","CF","IA; MODNR; OK; MN; Tward; NRSA","SW,CN","IA; NE; MODNR; OK; MN; Tward; NRSA","uni","NRSA","warm",FALSE,"ARTHROPODA","INSECTA","EPHEMEROPTERA","ISONYCHIIDAE","ISONYCHIA","ISONYCHIA",2,0,2,0,3,2,0,3,1.5,3,FALSE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","MACCAFFERTIUM MEXICANUM",4,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Species",NA,FALSE,NA,"yes","yes",NA,5,"4","4_middle","SC","NE; MODNR; MN; Tward","CN","NE; MN; Tward; NRSA","uni","Tward","warm",FALSE,"ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","MACCAFFERTIUM","MACCAFFERTIUM MEXICANUM",3,2,2,2,3,4,2,4,2.666666667,4,FALSE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","MACRONYCHUS GLABRATUS",3,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Species",NA,FALSE,NA,"yes",NA,"yes",5,"4","4_middle","CG","IA; MODNR; MN; Tward; NRSA","CN","IA; MN; Tward; NRSA","semi,uni","NRSA","warm",FALSE,"ARTHROPODA","INSECTA","COLEOPTERA","ELMIDAE","MACRONYCHUS","MACRONYCHUS GLABRATUS",2,5,1,3,2,2,1,5,2.5,4,FALSE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","METROBATES",1,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,NA,NA,NA,5,"4","4_middle","PR","IA; NE; MODNR; MN; Tward; NRSA","SK","IA; NE; MODNR; OK; MN; Tward; NRSA","uni","Tward","warm",TRUE,"ARTHROPODA","INSECTA","HEMIPTERA","GERRIDAE","METROBATES","METROBATES",3,4,2,3,3,4,2,4,3.166666667,99,FALSE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","NECTOPSYCHE",1,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,"yes","yes",NA,5,"4","4_middle","SH","IA; MODNR; MN; NRSA; Tward","CB,SP","OK; MN; Tward; NRSA","uni","Tward; NRSA","warm",FALSE,"ARTHROPODA","INSECTA","TRICHOPTERA","LEPTOCERIDAE","NECTOPSYCHE","NECTOPSYCHE",3,3,2,2,2,3,2,3,2.5,4,TRUE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","NECTOPSYCHE CANDIDA",22,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Species",NA,FALSE,NA,"yes","yes",NA,5,"4","4_middle","SH","IA; MODNR; MN; NRSA; Tward","CB,SP","MN; Tward; NRSA","uni","Tward; NRSA","warm",FALSE,"ARTHROPODA","INSECTA","TRICHOPTERA","LEPTOCERIDAE","NECTOPSYCHE","NECTOPSYCHE CANDIDA",3,3,2,2,3,3,2,3,2.666666667,4,FALSE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","PHYSELLA",6,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,"yes",NA,NA,8,"5",NA,"SC","NE; MODNR; OK; MN; NRSA","CB","OK; MN; NRSA","multi","NRSA",NA,FALSE,"MOLLUSCA","GASTROPODA","BASOMMATOPHORA","PHYSIDAE","PHYSELLA","PHYSELLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","POLYPEDILUM",1,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,"yes",NA,NA,5,"4","4_middle","SH,CG","NE; MODNR; MN; NRSA; Tward","CB,CN","OK; MN; Tward; NRSA","multi","Tward; NRSA",NA,FALSE,"ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","POLYPEDILUM","POLYPEDILUM",3,3,3,3,3,3,3,3,3,6,TRUE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","POLYPEDILUM (URESIPEDILUM) CONVICTUM",17,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Species",NA,FALSE,NA,"yes",NA,NA,5,"4","4_middle","SH,CG","NRSA based on Polypedilum","CB,CN","Tward; NRSA","multi","Tward; NRSA",NA,FALSE,"ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","POLYPEDILUM","POLYPEDILUM (URESIPEDILUM) CONVICTUM",3,3,3,3,3,3,3,3,3,6,FALSE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","POTAMYIA FLAVA",13,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Species",NA,FALSE,NA,"yes","yes",NA,6,"4","4_worse","CF","IA; NE; MODNR; OK; MN; Tward; NRSA","CN","NE; MN; Tward; NRSA","multi","NRSA",NA,FALSE,"ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","POTAMYIA","POTAMYIA FLAVA",2,3,2,2,2,3,2,3,2.333333333,4,FALSE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","PROCLOEON",1,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,NA,"yes",NA,5,"4","4_middle","CG","IA; MODNR; OK; MN; Tward; NRSA","SW","IA; MODNR; OK; MN; Tward; NRSA","multi","Tward; NRSA",NA,FALSE,"ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","PROCLOEON","PROCLOEON",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","PSEUDOCLOEON",11,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,NA,"yes",NA,6,"4","4_worse","SC,SH,CG","NRSA","SW","NRSA","multi,uni","NRSA","warm",FALSE,"ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","PSEUDOCLOEON","PSEUDOCLOEON",2,1,2,1,2,2,1,2,1.666666667,4,FALSE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","RHAGOVELIA",33,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,NA,NA,NA,5,"4","4_middle","PR","IA; NE; MODNR; OK; MN; Tward; NRSA","SK","NE; MODNR; OK; MN; Tward; NRSA","uni","NRSA",NA,TRUE,"ARTHROPODA","INSECTA","HEMIPTERA","VELIIDAE","RHAGOVELIA","RHAGOVELIA",3,5,1,4,3,5,1,5,3.5,99,FALSE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","RHEOTANYTARSUS",2,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,"yes",NA,NA,5,"4","4_middle","CF","NE; MODNR; MN; Tward; NRSA","CN","NE; OK; MN; Tward; NRSA","multi","Tward; NRSA",NA,FALSE,"ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","RHEOTANYTARSUS","RHEOTANYTARSUS",3,2,1,2,3,3,1,3,2.333333333,6,FALSE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","RHEUMATOBATES",5,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,NA,NA,NA,5,"4","4_middle","PR","IA; NE; MODNR; OK; MN; Tward; NRSA","SK","NE; MODNR; OK; MN; Tward; NRSA","uni","Tward; NRSA",NA,TRUE,"ARTHROPODA","INSECTA","HEMIPTERA","GERRIDAE","RHEUMATOBATES","RHEUMATOBATES",3,4,2,3,3,4,2,4,3.166666667,99,FALSE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","SCIRTIDAE",3,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Family",NA,FALSE,NA,"yes",NA,NA,5,"4","4_middle","SC","IA; NE; MODNR; OK; MN; NRSA","CB","IA; NE; OK; MN; NRSA",NA,NA,NA,TRUE,"ARTHROPODA","INSECTA","COLEOPTERA","SCIRTIDAE",NA,NA,4,3,4,2,4,3,2,4,3.333333333,NA,FALSE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","SIMULIUM",11,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,"yes",NA,NA,5,"4","4_middle","CF","IA; NE; MODNR; OK; MN; Tward; NRSA","CN","NE; OK; MN; Tward; NRSA","multi","Tward; NRSA",NA,FALSE,"ARTHROPODA","INSECTA","DIPTERA","SIMULIIDAE","SIMULIUM","SIMULIUM",3,4,2,3,3,2,2,4,2.833333333,6,FALSE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","STENELMIS",5,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,"yes",NA,"yes",5,"4","4_middle","SC","IA; NE; MODNR; MN; NRSA; Tward","CN","NE; OK; MN; Tward; NRSA","semi,uni","NRSA",NA,FALSE,"ARTHROPODA","INSECTA","COLEOPTERA","ELMIDAE","STENELMIS","STENELMIS",2,4,1,3,3,4,1,4,2.833333333,4,FALSE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","STENONEMA FEMORATUM",1,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Species",NA,FALSE,"yes","yes","yes",NA,3,"4","4_better","SC","IA; NE; MODNR; MN; NRSA; Tward","CN","NE; MN; Tward; NRSA","uni","Tward; NRSA",NA,FALSE,"ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","STENONEMA","STENONEMA FEMORATUM",3,2,3,2,3,4,2,4,2.833333333,4,FALSE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","THIENEMANNIMYIA GROUP",3,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,NA,NA,NA,5,"4","4_middle","PR","NRSA","SP","NRSA","multi","Tward",NA,FALSE,"ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","THIENEMANNIMYIA GROUP",NA,3,3,1,3,3,3,1,3,2.666666667,NA,FALSE
"KS_Liz_3615_Rep1",-97.52857025,117,2338.5537,335.2519,865.7007706,806.0471883,14.78613875,915.2078,174.6882,6.3324,40.3978,22.7486,15.9256,1.0943,2.1169,11.1524,0.1668,1.6014,"eco3_27","TRICORYTHODES",27,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,NA,"yes",NA,6,"4","4_worse","CG","IA; NE; MODNR; OK; MN; Tward; NRSA","SP","IA; NE; OK; MN; Tward; NRSA","uni","NRSA","warm",FALSE,"ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOHYPHIDAE","TRICORYTHODES","TRICORYTHODES",2,0,2,0,3,3,0,3,1.666666667,4,FALSE
"KS_Liz_3616_Rep1",-96.591926,0.71,64.9116,395.0841,830.1464149,833.1487159,11.33998408,837.4846,73.4879,0.9125,10.1496,38.2614,4.5277,1.6693,1.8029,9.488,0.0866,0.1229,"eco3_47","ABLABESMYIA",1,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,NA,NA,NA,5,"4","4_middle","PR","MODNR; MN; Tward; NRSA","SP","MODNR; OK; MN; Tward; NRSA","multi","Tward",NA,FALSE,"ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","ABLABESMYIA","ABLABESMYIA",3,3,1,3,3,3,1,3,2.666666667,6,FALSE
"KS_Liz_3616_Rep1",-96.591926,0.71,64.9116,395.0841,830.1464149,833.1487159,11.33998408,837.4846,73.4879,0.9125,10.1496,38.2614,4.5277,1.6693,1.8029,9.488,0.0866,0.1229,"eco3_47","ANOPHELES",2,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,NA,NA,NA,5,"4","4_middle","CF","IA; NE; MODNR; OK; MN; Tward; NRSA","SW","NE; MODNR; OK; MN; Tward; NRSA","multi","Tward",NA,TRUE,"ARTHROPODA","INSECTA","DIPTERA","CULICIDAE","ANOPHELES","ANOPHELES",5,4,3,4,4,2,2,5,3.666666667,10,FALSE
"KS_Liz_3616_Rep1",-96.591926,0.71,64.9116,395.0841,830.1464149,833.1487159,11.33998408,837.4846,73.4879,0.9125,10.1496,38.2614,4.5277,1.6693,1.8029,9.488,0.0866,0.1229,"eco3_47","AQUARIUS",8,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,NA,NA,NA,5,"4","4_middle","PR","IA; MODNR; MN; Tward; NRSA","SK","MODNR; OK; MN; Tward; NRSA","multi","Tward","cool",TRUE,"ARTHROPODA","INSECTA","HEMIPTERA","GERRIDAE","AQUARIUS","AQUARIUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,99,FALSE
"KS_Liz_3616_Rep1",-96.591926,0.71,64.9116,395.0841,830.1464149,833.1487159,11.33998408,837.4846,73.4879,0.9125,10.1496,38.2614,4.5277,1.6693,1.8029,9.488,0.0866,0.1229,"eco3_47","ARGIA",6,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,"yes",NA,NA,6,"4","4_worse","PR","IA; NE; MODNR; OK; MN; Tward; NRSA","CB,CN","NE; OK; MN; NRSA; Tward; MO","uni","Tward; NRSA",NA,FALSE,"ARTHROPODA","INSECTA","ODONATA","COENAGRIONIDAE","ARGIA","ARGIA",2,4,2,3,3,3,2,4,2.833333333,6,FALSE
"KS_Liz_3616_Rep1",-96.591926,0.71,64.9116,395.0841,830.1464149,833.1487159,11.33998408,837.4846,73.4879,0.9125,10.1496,38.2614,4.5277,1.6693,1.8029,9.488,0.0866,0.1229,"eco3_47","BAETIDAE",1,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Family",NA,FALSE,NA,NA,"yes",NA,5,"4","4_middle","CG","IA; NE; MODNR; OK; MN; ;","SW","MODNR; OK; MN","multi","NRSA",NA,FALSE,"ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE",NA,NA,2,0,2,0,3,3,0,3,1.666666667,NA,TRUE
"KS_Liz_3616_Rep1",-96.591926,0.71,64.9116,395.0841,830.1464149,833.1487159,11.33998408,837.4846,73.4879,0.9125,10.1496,38.2614,4.5277,1.6693,1.8029,9.488,0.0866,0.1229,"eco3_47","BAETIS",17,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,"yes","yes",NA,5,"4","4_middle","CG","IA; NE; MODNR; OK; MN; Tward; NRSA","SW,CN","IA; MODNR; OK; MN; Tward","multi","Tward; NRSA",NA,FALSE,"ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","BAETIS","BAETIS",2,0,2,0,3,3,0,3,1.666666667,4,FALSE
"KS_Liz_3616_Rep1",-96.591926,0.71,64.9116,395.0841,830.1464149,833.1487159,11.33998408,837.4846,73.4879,0.9125,10.1496,38.2614,4.5277,1.6693,1.8029,9.488,0.0866,0.1229,"eco3_47","CAENIS",37,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,NA,"yes",NA,5,"4","4_middle","CG","IA; NE; MODNR; OK; MN; Tward; NRSA","SP","IA; NE; MODNR; OK; MN; Tward; NRSA","multi","Tward; NRSA",NA,FALSE,"ARTHROPODA","INSECTA","EPHEMEROPTERA","CAENIDAE","CAENIS","CAENIS",3,0,2,0,3,3,0,3,1.833333333,4,FALSE
"KS_Liz_3616_Rep1",-96.591926,0.71,64.9116,395.0841,830.1464149,833.1487159,11.33998408,837.4846,73.4879,0.9125,10.1496,38.2614,4.5277,1.6693,1.8029,9.488,0.0866,0.1229,"eco3_47","CALLIBAETIS",1,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,NA,"yes",NA,6,"4","4_worse","CG","IA; NE; MODNR; OK; MN; Tward; NRSA","SW","IA; NE; MODNR; OK; MN; Tward;","multi","Tward; NRSA",NA,FALSE,"ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","CALLIBAETIS","CALLIBAETIS",3,1,3,1,4,2,1,4,2.333333333,4,FALSE
