TaxaID,Rank,Slash,NonTarget,BCG_sens,Habit_CBCN,Order_EPT,Volt_semi,TolVal,BCG_Attr,BCG_Attr2,FFG,FFG_Src,HABIT,HABIT_Src,LIFE_CYCLE,LIFE_CYCLE_Src,THERMAL_INDICATOR,AirBreather,PHYLUM,CLASS,ORDER,FAMILY,GENUS,KBGENSPE,NOD,AP,HM,POC,SA,SSS,Min_HM1988,Max_HM1988,Mean_HM1988,KBTOLR
CORYDALUS,Genus,,FALSE,,yes,,,5,4,4_middle,PR,IA; NE; OK; MN; Tward; NRSA,CN,IA; MN; Tward; NRSA,uni,NRSA,warm,FALSE,ARTHROPODA,INSECTA,MEGALOPTERA,CORYDALIDAE,CORYDALUS,,2,2,5,2,3,3,2,5,2.833333333,
CORYDALUS CORNUTUS,Species,,FALSE,,yes,,,5,4,4_middle,PR,IA; NE; OK; MN; Tward; NRSA,CN,IA; MN; Tward; NRSA,uni,NRSA,warm,FALSE,ARTHROPODA,INSECTA,MEGALOPTERA,CORYDALIDAE,CORYDALUS,CORYDALUS CORNUTUS,2,2,5,2,3,3,2,5,2.833333333,4
CORYNONEURA,Genus,,FALSE,,,,,5,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CORYNONEURA,CORYNONEURA,2,4,5,3,3,3,2,5,3.333333333,6
CRAMBIDAE,Family,,FALSE,yes,,,,2,3,,SH,NE; MODNR; MN; NRSA,BU,NE; OK; NRSA,NA,,,FALSE,ARTHROPODA,INSECTA,LEPIDOPTERA,CRAMBIDAE,,,,,,,,,,,,
CRANGONYCTIDAE,Family,,FALSE,,,,,5,4,4_middle,CG,IA; NE; MODNR; OK; MN; ;,SP,OK; MN,NA,,,FALSE,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,,,,,,,,,,,,
CRANGONYX,Genus,,FALSE,,,,,5,4,4_middle,CG,IA; NE; MODNR; OK; MN; ; NRSA,SP,OK; MN; NRSA,uni,NRSA,,FALSE,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,CRANGONYX,CRANGONYX,,,,,,,,,,4
CRICOTOPUS,Genus,,FALSE,,yes,,,5,4,4_middle,"SH,CG",NE; MN; Tward; NRSA,CN,MN; Tward,multi,Tward,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRICOTOPUS,CRICOTOPUS,4,3,3,3,3,4,3,4,3.333333333,6
CRICOTOPUS (CRICOTOPUS),Subgenus,,FALSE,,yes,,,5,4,4_middle,"SH,CG",MN; Tward,CN,MN; Tward; NRSA,multi,Tward,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRICOTOPUS,CRICOTOPUS (CRICOTOPUS),,,,,,,,,,6
CRICOTOPUS (CRICOTOPUS) BICINCTUS GR.,Species,,FALSE,,yes,,,5,4,4_middle,"SH,CG",NRSA,CN,Tward; NRSA,multi,Tward,warm,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRICOTOPUS,CRICOTOPUS (CRICOTOPUS) BICINCTUS GR.,4,3,5,3,4,4,3,5,3.833333333,6
CRICOTOPUS (CRICOTOPUS) TREMULUS GR.,Species,,FALSE,,yes,,,5,4,4_middle,"SH,CG",NRSA,CN,Tward; NRSA,multi,Tward,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRICOTOPUS,CRICOTOPUS (CRICOTOPUS) TREMULUS GR.,4,3,2,3,3,4,2,4,3.166666667,6
CRICOTOPUS (CRICOTOPUS) TRIFASCIA GR.,Species,,FALSE,,yes,,,5,4,4_middle,"SH,CG",NRSA,CN,Tward; NRSA,multi,Tward,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRICOTOPUS,CRICOTOPUS (CRICOTOPUS) TRIFASCIA GR.,4,3,3,3,3,4,3,4,3.333333333,6
CRICOTOPUS (ISOCLADIUS),Subgenus,,FALSE,,yes,,,5,4,4_middle,"SH,CG",MN; Tward,CN,MN; Tward; NRSA,multi,Tward,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRICOTOPUS,CRICOTOPUS (ISOCLADIUS),,,,,,,,,,6
CRICOTOPUS (ISOCLADIUS) SYLVESTRIS GR.,Species,,FALSE,,yes,,,5,4,4_middle,"SH,CG",NRSA,CN,Tward; NRSA,multi,Tward,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRICOTOPUS,CRICOTOPUS (ISOCLADIUS) SYLVESTRIS GR.,4,3,1,3,2,4,1,4,2.833333333,6
CRICOTOPUS/ORTHOCLADIUS,Genus,Slash,FALSE,,yes,,,5,4,4_middle,"SH,CG",MODNR; MN; NRSA,CN,MN; Tward; NRSA,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRICOTOPUS/ORTHOCLADIUS,,3,3,2,3,3,3,2,3,2.8333,6
CRYPTOCHIRONOMUS,Genus,,FALSE,,,,,6,4,4_worse,PR,NE; MODNR; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRYPTOCHIRONOMUS,CRYPTOCHIRONOMUS,4,3,3,3,3,4,3,4,3.333333333,6
CRYPTOTENDIPES,Genus,,FALSE,,,,,5,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,"BU,SP",NRSA; Tward,uni,Tward,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRYPTOTENDIPES,CRYPTOTENDIPES,3,3,2,3,3,3,2,3,2.833333333,6
CULEX,Genus,,FALSE,,,,,6,4,4_worse,CF,IA; NE; MODNR; MN; Tward; NRSA,SW,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,DIPTERA,CULICIDAE,CULEX,CULEX,5,4,4,4,4,2,2,5,3.833333333,10
CULICIDAE,Family,,FALSE,,,,,5,4,4_middle,CG,IA; MODNR; OK; MN; NRSA,SW,IA; NE; MODNR; OK; MN; NRSA,multi,NRSA,,TRUE,ARTHROPODA,INSECTA,DIPTERA,CULICIDAE,,,4,4,3,4,4,2,2,4,3.5,10
CULICOIDES,Genus,,FALSE,,,,,5,4,4_middle,PR,MN; Tward,BU,MN; Tward,uni,Tward,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,CULICOIDES,CULICOIDES,4,3,3,3,3,4,3,4,3.333333333,10
CURCULIONIDAE,Family,,FALSE,,yes,,,5,4,4_middle,SH,IA; NE; OK; MN; NRSA,CN,IA; OK; MN,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,COLEOPTERA,CURCULIONIDAE,,,5,5,3,4,4,4,3,5,4.166666667,
CYBISTER,Genus,,FALSE,,,,,NA,NA,NA,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SW,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,CYBISTER,CYBISTER,3,5,1,5,3,2,1,5,3.166666667,99
CYBISTER FIMBRIOLATUS,Species,,FALSE,,,,,NA,NA,NA,PR,IA; MN; Tward; NRSA,SW,MN; Tward; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,CYBISTER,CYBISTER FIMBRIOLATUS,3,5,1,5,3,2,1,5,3.166666667,99
CYMBIODYTA,Genus,,FALSE,,,,,5,4,4_middle,CG,IA; NE; MN; Tward; NRSA,"BU,SW",NE; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,CYMBIODYTA,CYMBIODYTA,3,3,1,2,3,3,1,3,2.5,99
CYPHON,Genus,,FALSE,,yes,,,5,4,4_middle,SC,NRSA,CB,NRSA,NA,,,FALSE,ARTHROPODA,INSECTA,COLEOPTERA,SCIRTIDAE,CYPHON,CYPHON,,,,,,,,,,
CYRNELLUS,Genus,,FALSE,,yes,yes,,6,4,4_worse,CF,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,POLYCENTROPODIDAE,CYRNELLUS,,3,2,2,1,3,2,1,3,2.166666667,
CYRNELLUS FRATERNUS,Species,,FALSE,,yes,yes,,6,4,4_worse,CF,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,POLYCENTROPODIDAE,CYRNELLUS,CYRNELLUS FRATERNUS,3,2,2,1,3,2,1,3,2.166666667,4
DERO,Genus,,FALSE,,,,,5,4,4_middle,CG,NE; OK; MN; NRSA,BU,OK; MN; NRSA,multi,NRSA,,FALSE,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,DERO,DERO,,,,,,,,,,10
DESMOPACHRIA,Genus,,FALSE,,,,,5,4,4_middle,PR,NE; MODNR; OK; MN; Tward; NRSA,SW,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward,,TRUE,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,DESMOPACHRIA,DESMOPACHRIA,3,5,1,4,2,1,1,5,2.666666667,99
DESMOPACHRIA CONVEXA,Species,,FALSE,,,,,,,,,,,,,,,,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,DESMOPACHRIA,DESMOPACHRIA CONVEXA,,,,,,,,,,
DIAMESA,Genus,,FALSE,yes,,,,2,3,,CG,NE; MODNR; OK; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DIAMESA,DIAMESA,2,2,1,2,1,3,1,3,1.833333333,6
DICROTENDIPES,Genus,,FALSE,,,,,6,4,4_worse,CG,NE; MODNR; OK; MN; Tward; NRSA,BU,MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DICROTENDIPES,DICROTENDIPES,4,3,3,3,4,4,3,4,3.5,6
DICROTENDIPES MODESTUS,Species,,FALSE,,,,,6,4,4_worse,CG,NE; Tward; NRSA,BU,Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DICROTENDIPES,DICROTENDIPES MODESTUS,4,3,2,3,4,4,2,4,3.333333333,6
DICROTENDIPES NEOMODESTUS,Species,,FALSE,,,,,6,4,4_worse,CG,NE; OK; Tward; NRSA,BU,Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DICROTENDIPES,DICROTENDIPES NEOMODESTUS,4,3,3,3,4,4,3,4,3.5,6
DICROTENDIPES SIMPSONI,Species,,FALSE,,,,,6,4,4_worse,CG,Tward; NRSA,BU,Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DICROTENDIPES,DICROTENDIPES SIMPSONI,,,,,,,,,,6
DIDYMOPS,Genus,,FALSE,,,,yes,NA,NA,NA,PR,IA; NE; OK; MN; Tward; NRSA,SP,NE; MN; Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,DIDYMOPS,,2,3,1,2,2,4,1,4,2.333333333,
DIDYMOPS TRANSVERSA,Species,,FALSE,,,,yes,NA,NA,NA,PR,IA; NE; OK; MN; Tward; NRSA,SP,NE; MN; Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,DIDYMOPS,DIDYMOPS TRANSVERSA,2,3,1,2,2,4,1,4,2.333333333,4
DINEUTUS,Genus,,FALSE,,,,,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SW,MODNR; OK; MN; Tward; NRSA,uni,Tward,warm,TRUE,ARTHROPODA,INSECTA,COLEOPTERA,GYRINIDAE,DINEUTUS,DINEUTUS,2,4,3,3,3,2,2,4,2.833333333,99
DINEUTUS CILIATUS,Species,,FALSE,,,,,5,4,4_middle,PR,Tward; NRSA,SW,Tward; NRSA,uni,Tward,,TRUE,ARTHROPODA,INSECTA,COLEOPTERA,GYRINIDAE,DINEUTUS,DINEUTUS CILIATUS,2,4,3,3,3,2,2,4,2.833333333,99
DINEUTUS SERRULATUS,Species,,FALSE,,,,,5,4,4_middle,PR,Tward; NRSA,SW,Tward; NRSA,uni,Tward,,TRUE,ARTHROPODA,INSECTA,COLEOPTERA,GYRINIDAE,DINEUTUS,DINEUTUS SERRULATUS,2,4,3,3,3,2,2,4,2.833333333,99
DIPLOCLADIUS,Genus,,FALSE,,,,,5,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DIPLOCLADIUS,DIPLOCLADIUS,1,2,1,2,1,2,1,2,1.5,6
DIPTERA,Order,,FALSE,,yes,,,NA,NA,NA,NA,,CB,OK,NA,,,FALSE,ARTHROPODA,INSECTA,DIPTERA,,,,,,,,,,,,,
DOLICHOPODIDAE,Family,,FALSE,,,,,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; NRSA,"SP,BU",NE; MODNR; OK; NRSA,NA,,,TRUE,ARTHROPODA,INSECTA,DIPTERA,DOLICHOPODIDAE,,,2,3,3,3,3,2,2,3,2.666666667,
DREISSENA,Genus,,FALSE,,yes,,,5,6m,,CF,MODNR; MN; NRSA,CN,MN,uni,NRSA,,FALSE,MOLLUSCA,BIVALVIA,VENEROIDA,DREISSENIDAE,DREISSENA,,,,,,,,,,,
DREISSENA POLYMORPHA,Species,,FALSE,,yes,,,5,6m,,CF,MODNR; MN; NRSA,CN,MN,uni,NRSA,,FALSE,MOLLUSCA,BIVALVIA,VENEROIDA,DREISSENIDAE,DREISSENA,DREISSENA POLYMORPHA,,,,,,,,,,99
DROMOGOMPHUS,Genus,,FALSE,yes,,,yes,4,4,4_better,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,BU,NE; MODNR; OK; MN; Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,DROMOGOMPHUS,DROMOGOMPHUS,3,2,1,3,3,4,1,4,2.666666667,4
DROMOGOMPHUS SPINOSUS,Species,,FALSE,yes,,,yes,4,4,4_better,PR,IA; OK; MN; Tward; NRSA,BU,IA; MN; Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,DROMOGOMPHUS,DROMOGOMPHUS SPINOSUS,3,2,1,3,3,4,1,4,2.666666667,4
DROMOGOMPHUS SPOLIATUS,Species,,FALSE,yes,,,yes,4,4,4_better,PR,OK; Tward; NRSA,BU,Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,DROMOGOMPHUS,DROMOGOMPHUS SPOLIATUS,3,2,1,3,3,4,1,4,2.666666667,4
DUBIRAPHIA,Genus,,FALSE,,yes,,yes,5,4,4_middle,"CG,SC",NE; MODNR; OK; MN; Tward; NRSA,CN,NE; OK; MN; Tward; NRSA,"semi,uni",NRSA,,FALSE,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,DUBIRAPHIA,DUBIRAPHIA,3,5,1,3,3,4,1,5,3.166666667,4
DUBIRAPHIA BREVIPENNIS,Species,,FALSE,,yes,,yes,5,4,4_middle,"CG,SC",OK; Tward; NRSA,CN,Tward; NRSA,"semi,uni",NRSA,,FALSE,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,DUBIRAPHIA,DUBIRAPHIA BREVIPENNIS,1,5,1,3,3,4,1,5,2.833333333,4
DUBIRAPHIA MINIMA,Species,,FALSE,,yes,,yes,5,4,4_middle,"CG,SC",MN; OK; Tward; NRSA,CN,MN; Tward; NRSA,"semi,uni",NRSA,,FALSE,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,DUBIRAPHIA,DUBIRAPHIA MINIMA,3,5,2,3,3,4,2,5,3.333333333,4
DUBIRAPHIA VITTATA,Species,,FALSE,,yes,,yes,5,4,4_middle,"CG,SC",NE; OK; Tward; NRSA,CN,IA; NE; MN; Tward; NRSA,"semi,uni",NRSA,,FALSE,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,DUBIRAPHIA,DUBIRAPHIA VITTATA,3,5,1,3,3,4,1,5,3.166666667,4
DUGESIA,Genus,,FALSE,,,,,5,4,4_middle,"CG,PR",NRSA; NE,SP,NE; OK; MN; NRSA,NA,,,FALSE,PLATYHELMINTHES,TURBELLARIA,TRICLADIDA,PLANARIIDAE,DUGESIA,DUGESIA,,,,,,,,,,4
DUGESIA TIGRINA,Species,,FALSE,,,,,5,4,4_middle,"CG,PR",NRSA; NE,SP,NE; NRSA,NA,,,FALSE,PLATYHELMINTHES,TURBELLARIA,TRICLADIDA,PLANARIIDAE,DUGESIA,DUGESIA TIGRINA,,,,,,,,,,4
DYTHEMIS,Genus,,FALSE,,,,,NA,NA,NA,PR,MODNR; OK; Tward; NRSA,SP,MODNR; OK; NRSA,NA,,,FALSE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,DYTHEMIS,DYTHEMIS,1,3,2,3,3,3,1,3,2.5,4
DYTHEMIS FUGAX,Species,,FALSE,,,,,NA,NA,NA,PR,OK; Tward; NRSA,SP,NRSA,NA,,,FALSE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,DYTHEMIS,DYTHEMIS FUGAX,1,3,2,3,3,3,1,3,2.5,4
DYTISCIDAE,Family,,FALSE,,,,,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; NRSA,SW,NE; MODNR; OK; MN,uni,NRSA,,TRUE,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,,,3,5,1,4,3,2,1,5,3,
ECTOPRIA,Genus,,FALSE,yes,yes,,yes,4,4,4_better,SC,IA; NE; OK; MN; NRSA; Tward,CN,NE; OK; MN; Tward; NRSA,semi,Tward,,FALSE,ARTHROPODA,INSECTA,COLEOPTERA,PSEPHENIDAE,ECTOPRIA,ECTOPRIA,2,3,0,2,1,2,0,3,1.666666667,99
EINFELDIA,Genus,,FALSE,,,,,NA,NA,NA,CG,NE; MODNR; OK; MN; Tward; NRSA,BU,MODNR; OK; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,EINFELDIA,EINFELDIA,5,2,3,2,5,5,2,5,3.666666667,6
ELIMIA,Genus,,FALSE,yes,yes,,,4,4,4_better,SC,OK; NRSA,CB,NRSA,multi,NRSA,,FALSE,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,PLEUROCERIDAE,ELIMIA,,,,,,,,,,,
ELIMIA POTOSIENSIS,Species,,FALSE,yes,yes,,,4,4,4_better,SC,OK; NRSA,CB,NRSA,multi,NRSA,,FALSE,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,PLEUROCERIDAE,ELIMIA,ELIMIA POTOSIENSIS,,,,,,,,,,4
ELMIDAE,Family,,FALSE,,yes,,yes,5,4,4_middle,CG,IA; NE; MODNR; OK; MN; ;,CN,IA; OK; MN,semi,NRSA,,FALSE,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,,,2,4,1,3,3,3,1,4,2.666666667,
EMPIDIDAE,Family,,FALSE,,,,,5,4,4_middle,PR,IA; MODNR; OK; MN; NRSA,SP,IA; NE; MODNR; OK; MN; ;,NA,,,FALSE,ARTHROPODA,INSECTA,DIPTERA,EMPIDIDAE,,,3,4,5,3,4,2,2,5,3.5,
ENALLAGMA,Genus,,FALSE,,yes,,,6,4,4_worse,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CB,IA; NE; OK; MN; Tward; NRSA,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ENALLAGMA,ENALLAGMA,3,5,1,3,3,3,1,5,3,6
ENALLAGMA BASIDENS,Species,,FALSE,,yes,,,6,4,4_worse,PR,MN; Tward; NRSA,CB,MN; Tward; NRSA,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ENALLAGMA,ENALLAGMA BASIDENS,3,5,2,3,3,3,2,5,3.166666667,6
ENALLAGMA EXSULANS,Species,,FALSE,,yes,,,6,4,4_worse,PR,MN; Tward; NRSA,CB,MN; Tward; NRSA,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ENALLAGMA,ENALLAGMA EXSULANS,,,,,,,,,,6
ENALLAGMA TRIVIATUM,Species,,FALSE,,yes,,,6,4,4_worse,PR,Tward; NRSA,CB,Tward; NRSA,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ENALLAGMA,ENALLAGMA TRIVIATUM,,,,,,,,,,6
ENCHYTRAEIDAE,Family,,FALSE,,,,,5,4,4_middle,CG,NE; MODNR; OK; MN,BU,NE; OK; MN,NA,,,FALSE,ANNELIDA,OLIGOCHAETA,ENCHYTRAEIDA,ENCHYTRAEIDAE,,,,,,,,,,,,
ENDOCHIRONOMUS,Genus,,FALSE,,yes,,yes,6,4,4_worse,SH,NE; MODNR; MN; Tward; NRSA,CN,OK; MN; Tward; NRSA,semi,Tward,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ENDOCHIRONOMUS,ENDOCHIRONOMUS,3,3,3,3,3,3,3,3,3,6
ENDOTRIBELOS,Genus,,FALSE,,,,,NA,NA,NA,CG,MODNR; OK; MN; Tward; NRSA,BU,OK; MN; NRSA,NA,,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ENDOTRIBELOS,ENDOTRIBELOS,,,,,,,,,,6
ENOCHRUS,Genus,,FALSE,,,,,6,4,4_worse,CG,NE; MODNR; OK; MN; Tward; NRSA,"BU,SW",NE; OK; MN; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,ENOCHRUS,ENOCHRUS,3,3,2,2,3,2,2,3,2.5,99
ENOCHRUS HAMILTONI,Species,,FALSE,,,,,6,4,4_worse,CG,MN; Tward; NRSA,"BU,SW",Tward; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,ENOCHRUS,ENOCHRUS HAMILTONI,3,3,2,2,3,2,2,3,2.5,99
EPHEMERA,Genus,,FALSE,yes,,yes,,2,3,,CG,NE; MODNR; OK; MN; Tward; NRSA,BU,NE; MODNR; OK; MN; Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,EPHEMERA,EPHEMERA,1,0,1,0,2,3,0,3,1.166666667,5
EPHEMERA SIMULANS,Species,,FALSE,yes,,yes,,2,3,,CG,MODNR; OK; MN; Tward; NRSA,BU,MODNR; MN; Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,EPHEMERA,EPHEMERA SIMULANS,1,0,1,0,2,3,0,3,1.166666667,5
EPHEMERELLA,Genus,,FALSE,yes,yes,yes,,2,3,,CG,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,IA; NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,EPHEMERELLA,EPHEMERELLA,1,1,1,1,3,3,1,3,1.666666667,3
EPHEMERIDAE,Family,,FALSE,,,yes,,5,4,4_middle,CG,IA; NE; MODNR; OK; MN; ;,BU,OK; MN,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,,,2,2,2,2,2,3,2,3,2.166666667,
EPHEMEROPTERA,Order,,FALSE,,,yes,,NA,NA,NA,CG,NE; OK; MN,NA,,NA,,,FALSE,ARTHROPODA,INSECTA,EPHEMEROPTERA,,,,,,,,,,,,,
EPHORON,Genus,,FALSE,,,yes,,5,4,4_middle,CG,IA; NE; MODNR; OK; MN; Tward; NRSA,BU,IA; NE; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,warm,FALSE,ARTHROPODA,INSECTA,EPHEMEROPTERA,POLYMITARCYIDAE,EPHORON,EPHORON,2,0,2,0,3,3,0,3,1.666666667,3
EPHORON ALBUM,Species,,FALSE,,,yes,,5,4,4_middle,CG,IA; NE; MODNR; OK; MN; Tward; NRSA,BU,NE; MODNR; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,EPHEMEROPTERA,POLYMITARCYIDAE,EPHORON,EPHORON ALBUM,2,0,2,0,3,3,0,3,1.666666667,3
EPHORON LEUKON,Species,,FALSE,,,yes,,5,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,BU,NE; MODNR; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,EPHEMEROPTERA,POLYMITARCYIDAE,EPHORON,EPHORON LEUKON,,,,,,,,,,3
EPHYDRIDAE,Family,,FALSE,,,,,8,5,,CG,NE; MODNR; OK; MN; NRSA,BU,MODNR; OK; MN,NA,,,FALSE,ARTHROPODA,INSECTA,DIPTERA,EPHYDRIDAE,,,3,2,4,2,5,3,2,5,3.166666667,
EPITHECA,Genus,,FALSE,,yes,,,5,4,4_middle,PR,IA; NE; OK; MN; Tward; NRSA,CB,OK; MN; Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,EPITHECA,EPITHECA,,,,,,,,,,4
EPITHECA CYNOSURA,Species,,FALSE,,yes,,,5,4,4_middle,PR,Tward; NRSA,CB,Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,EPITHECA,EPITHECA CYNOSURA,,,,,,,,,,4
EPITHECA PETECHIALIS,Species,,FALSE,,yes,,,5,4,4_middle,PR,OK; Tward; NRSA,CB,Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,EPITHECA,EPITHECA PETECHIALIS,,,,,,,,,,4
EPITHECA PRINCEPS,Species,,FALSE,,yes,,,5,4,4_middle,PR,IA; NE; OK; MN; Tward; NRSA,CB,MN; Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,EPITHECA,EPITHECA PRINCEPS,,,,,,,,,,4
EPOICOCLADIUS,Genus,,FALSE,,,,,NA,NA,NA,CG,NE; MODNR; OK; MN; Tward; NRSA,BU,Tward,uni,Tward,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,EPOICOCLADIUS,EPOICOCLADIUS,2,2,0,2,2,3,0,3,1.833333333,6
ERETES,Genus,,FALSE,,,,,NA,NA,NA,PR,OK,NA,,NA,,,TRUE,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,ERETES,ERETES,2,4,1,4,3,2,1,4,2.666666667,
