TaxaID_orig,KS_TAXACODE,Rank_orig,NonTarget,OTU_MMI,OTU_MMI_genus,OTU_BCG,PHYLUM,CLASS,ORDER,FAMILY,GENUS,NumSamp_All,NumSites_All,Yr_Min,Yr_Max,NumSamp_SB,NumSamp_SP
EPHEMERIDAE,245,Family,FALSE,EPHEMERIDAE,EPHEMERIDAE,EPHEMERIDAE,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,,5,5,2007,2013,2,3
EPHEMEROPTERA,348,Order,FALSE,EPHEMEROPTERA,EPHEMEROPTERA,EPHEMEROPTERA,ARTHROPODA,INSECTA,EPHEMEROPTERA,,,4,4,2009,2012,1,3
EPHORON,103,Genus,FALSE,EPHORON,EPHORON,EPHORON,ARTHROPODA,INSECTA,EPHEMEROPTERA,POLYMITARCYIDAE,EPHORON,51,30,1980,2018,40,11
EPHORON ALBUM,591,Species,FALSE,EPHORON ALBUM,EPHORON,EPHORON ALBUM,ARTHROPODA,INSECTA,EPHEMEROPTERA,POLYMITARCYIDAE,EPHORON,195,57,1982,2018,182,13
EPHORON LEUKON,360,Species,FALSE,EPHORON LEUKON,EPHORON,EPHORON LEUKON,ARTHROPODA,INSECTA,EPHEMEROPTERA,POLYMITARCYIDAE,EPHORON,3,3,2008,2012,3,
EPHYDRIDAE,217,Family,FALSE,EPHYDRIDAE,EPHYDRIDAE,EPHYDRIDAE,ARTHROPODA,INSECTA,DIPTERA,EPHYDRIDAE,,33,32,1980,2019,28,5
EPITHECA,140,Genus,FALSE,EPITHECA,EPITHECA,EPITHECA,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,EPITHECA,12,10,2004,2019,6,6
EPITHECA CYNOSURA,239,Species,FALSE,EPITHECA CYNOSURA,EPITHECA,EPITHECA CYNOSURA,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,EPITHECA,3,3,2007,2013,,3
EPITHECA PETECHIALIS,331,Species,FALSE,EPITHECA PETECHIALIS,EPITHECA,EPITHECA PETECHIALIS,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,EPITHECA,3,3,2006,2014,2,1
EPITHECA PRINCEPS,1029,Species,FALSE,EPITHECA PRINCEPS,EPITHECA,EPITHECA PRINCEPS,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,EPITHECA,47,36,1984,2017,24,23
EPOICOCLADIUS,709,Genus,FALSE,EPOICOCLADIUS,EPOICOCLADIUS,EPOICOCLADIUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,EPOICOCLADIUS,2,2,1983,2011,2,
ERETES,432,Genus,FALSE,ERETES,ERETES,ERETES,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,ERETES,1,1,2018,2018,,1
ERIOPTERA,456,Genus,FALSE,ERIOPTERA,ERIOPTERA,ERIOPTERA,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,ERIOPTERA,8,8,1987,2006,7,1
ERISTALIS,71,Genus,FALSE,ERISTALIS,SYRPHIDAE,ERISTALIS,ARTHROPODA,INSECTA,DIPTERA,SYRPHIDAE,ERISTALIS,6,6,1987,2013,6,
ERPETOGOMPHUS,,Genus,FALSE,ERPETOGOMPHUS,ERPETOGOMPHUS,ERPETOGOMPHUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,ERPETOGOMPHUS,,,,,,
ERPETOGOMPHUS DESIGNATUS,135,Species,FALSE,ERPETOGOMPHUS DESIGNATUS,ERPETOGOMPHUS,ERPETOGOMPHUS DESIGNATUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,ERPETOGOMPHUS,585,157,1980,2020,465,120
ERPOBDELLA,427,Genus,FALSE,ERPOBDELLA,ERPOBDELLIDAE,ERPOBDELLA,ANNELIDA,HIRUDINEA,ARHYNCHOBDELLID,ERPOBDELLIDAE,ERPOBDELLA,164,83,2008,2019,132,32
ERPOBDELLA PUNCTATA,402,Species,FALSE,ERPOBDELLA PUNCTATA,ERPOBDELLIDAE,ERPOBDELLA PUNCTATA,ANNELIDA,HIRUDINEA,ARHYNCHOBDELLID,ERPOBDELLIDAE,ERPOBDELLA,15,4,2011,2018,15,
ERPOBDELLIDAE,276,Family,FALSE,ERPOBDELLIDAE,ERPOBDELLIDAE,ERPOBDELLIDAE,ANNELIDA,HIRUDINEA,ARHYNCHOBDELLID,ERPOBDELLIDAE,,796,325,1980,2019,554,242
ERYTHEMIS,301,Genus,FALSE,ERYTHEMIS,ERYTHEMIS,ERYTHEMIS,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,ERYTHEMIS,12,12,2006,2018,2,10
ERYTHEMIS SIMPLICICOLLIS,1043,Species,FALSE,ERYTHEMIS SIMPLICICOLLIS,ERYTHEMIS,ERYTHEMIS SIMPLICICOLLIS,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,ERYTHEMIS,35,30,1980,2019,15,20
ERYTHRODIPLAX,,Genus,FALSE,ERYTHRODIPLAX,ERYTHRODIPLAX,ERYTHRODIPLAX,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,ERYTHRODIPLAX,,,,,,
ERYTHRODIPLAX UMBRATA,335,Species,FALSE,ERYTHRODIPLAX UMBRATA,ERYTHRODIPLAX,ERYTHRODIPLAX UMBRATA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,ERYTHRODIPLAX,3,3,2006,2013,,3
EUKIEFFERIELLA,195,Genus,FALSE,EUKIEFFERIELLA,EUKIEFFERIELLA,EUKIEFFERIELLA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,EUKIEFFERIELLA,117,69,1980,2016,112,5
EUPERA,,Genus,FALSE,EUPERA,EUPERA,EUPERA,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,EUPERA,,,,,,
EUPERA CUBENSIS,1186,Species,FALSE,EUPERA CUBENSIS,EUPERA,EUPERA CUBENSIS,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,EUPERA,36,11,1990,2018,32,4
EURYLOPHELLA,1447,Genus,FALSE,EURYLOPHELLA,EURYLOPHELLA,EURYLOPHELLA,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,EURYLOPHELLA,4,2,1985,2001,4,
FALLCEON,,Genus,FALSE,FALLCEON,FALLCEON,FALLCEON,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,FALLCEON,,,,,,
FALLCEON QUILLERI,14,Species,FALSE,FALLCEON QUILLERI,FALLCEON,FALLCEON QUILLERI,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,FALLCEON,547,195,2005,2020,381,166
FERRISSIA,457,Genus,FALSE,FERRISSIA,FERRISSIA,FERRISSIA,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,ANCYLIDAE,FERRISSIA,319,151,1980,2020,249,70
GALERUCELLA,295,Genus,FALSE,GALERUCELLA,CHRYSOMELIDAE,GALERUCELLA,ARTHROPODA,INSECTA,COLEOPTERA,CHRYSOMELIDAE,GALERUCELLA,1,1,1980,1980,1,
GAMMARIDAE,266,Family,FALSE,GAMMARIDAE,GAMMARIDAE,GAMMARIDAE,ARTHROPODA,MALACOSTRACA,AMPHIPODA,GAMMARIDAE,,5,5,1985,2017,5,
GAMMARUS,542,Genus,FALSE,GAMMARUS,GAMMARUS,GAMMARUS,ARTHROPODA,MALACOSTRACA,AMPHIPODA,GAMMARIDAE,GAMMARUS,82,28,1980,2019,82,
GELASTOCORIS,110,Genus,FALSE,GELASTOCORIS,GELASTOCORIS,GELASTOCORIS,ARTHROPODA,INSECTA,HEMIPTERA,GELASTOCORIDAE,GELASTOCORIS,15,15,1980,2017,6,9
GELASTOCORIS OCULATUS,693,Species,FALSE,GELASTOCORIS OCULATUS,GELASTOCORIS,GELASTOCORIS OCULATUS,ARTHROPODA,INSECTA,HEMIPTERA,GELASTOCORIDAE,GELASTOCORIS,36,30,1981,2018,26,10
GERRIDAE,204,Family,FALSE,GERRIDAE,GERRIDAE,GERRIDAE,ARTHROPODA,INSECTA,HEMIPTERA,GERRIDAE,,103,96,2006,2020,19,84
GERRIS,111,Genus,FALSE,GERRIS,GERRIS,GERRIS,ARTHROPODA,INSECTA,HEMIPTERA,GERRIDAE,GERRIS,317,172,1980,2017,262,55
GLOSSIPHONIIDAE,275,Family,FALSE,GLOSSIPHONIIDAE,GLOSSIPHONIIDAE,GLOSSIPHONIIDAE,ANNELIDA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,532,330,1980,2020,290,242
GLYPTOTENDIPES,45,Genus,FALSE,GLYPTOTENDIPES,GLYPTOTENDIPES,GLYPTOTENDIPES,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,GLYPTOTENDIPES,752,264,1980,2020,583,169
GOELDICHIRONOMUS,1438,Genus,FALSE,GOELDICHIRONOMUS,GOELDICHIRONOMUS,GOELDICHIRONOMUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,GOELDICHIRONOMUS,16,14,1983,2016,11,5
GOELDICHIRONOMUS HOLOPRASINUS,377,Species,FALSE,GOELDICHIRONOMUS HOLOPRASINUS,GOELDICHIRONOMUS,GOELDICHIRONOMUS HOLOPRASINUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,GOELDICHIRONOMUS,1,1,2013,2013,1,
GOMPHIDAE,252,Family,FALSE,GOMPHIDAE,GOMPHIDAE,GOMPHIDAE,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,,186,126,1980,2020,90,96
GOMPHURUS,,Genus,FALSE,GOMPHURUS,GOMPHURUS,GOMPHURUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,GOMPHURUS,,,,,,
GOMPHUS,467,Genus,FALSE,GOMPHUS,GOMPHUS,GOMPHUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,GOMPHUS,140,106,1980,2018,93,47
GOMPHUS EXTERNUS,406,Species,FALSE,GOMPHUS EXTERNUS,GOMPHUS,GOMPHUS EXTERNUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,GOMPHURUS,1488,244,1981,2020,1340,148
GOMPHUS GRASLINELLUS,405,Species,FALSE,GOMPHUS GRASLINELLUS,GOMPHUS,GOMPHUS GRASLINELLUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,PHANOGOMPHUS,94,57,1980,2017,72,22
GOMPHUS MILITARIS,613,Species,FALSE,GOMPHUS MILITARIS,GOMPHUS,GOMPHUS MILITARIS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,PHANOGOMPHUS,62,46,2009,2020,33,35
GOMPHUS VASTUS,684,Species,FALSE,GOMPHUS VASTUS,GOMPHUS,GOMPHUS VASTUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,GOMPHURUS,44,28,1981,2018,40,4
GORDIIDAE,277,Family,TRUE,GORDIIDAE,GORDIIDAE,GORDIIDAE,NEMATOMORPHA,GORDIODEA,GORDIIDA,GORDIIDAE,,21,20,1981,2018,6,15
GORDIUS,174,Genus,TRUE,GORDIUS,GORDIUS,GORDIUS,NEMATOMORPHA,GORDIODEA,GORDIIDA,GORDIIDAE,GORDIUS,82,60,1980,2020,67,15
GYMNOCHTHEBIUS,311,Genus,FALSE,GYMNOCHTHEBIUS,GYMNOCHTHEBIUS,GYMNOCHTHEBIUS,ARTHROPODA,INSECTA,COLEOPTERA,HYDRAENIDAE,GYMNOCHTHEBIUS,8,8,2010,2015,5,3
GYRAULUS,1154,Genus,FALSE,GYRAULUS,GYRAULUS,GYRAULUS,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,GYRAULUS,10,9,1980,2018,5,5
GYRETES,21,Genus,FALSE,GYRETES,GYRETES,GYRETES,ARTHROPODA,INSECTA,COLEOPTERA,GYRINIDAE,GYRETES,379,145,1980,2019,281,98
GYRINIDAE,324,Family,FALSE,GYRINIDAE,GYRINIDAE,GYRINIDAE,ARTHROPODA,INSECTA,COLEOPTERA,GYRINIDAE,,11,11,2008,2019,5,6
GYRINUS,20,Genus,FALSE,GYRINUS,GYRINUS,GYRINUS,ARTHROPODA,INSECTA,COLEOPTERA,GYRINIDAE,GYRINUS,244,172,1980,2020,135,109
HAEMOPIDAE,,Family,FALSE,HAEMOPIDAE,HAEMOPIDAE,HAEMOPIDAE,ANNELIDA,HIRUDINEA,ARHYNCHOBDELLID,HAEMOPIDAE,,,,,,,
HAEMOPIS,912,Genus,FALSE,HAEMOPIS,HAEMOPIDAE,HAEMOPIS,ANNELIDA,HIRUDINEA,ARHYNCHOBDELLID,HAEMOPIDAE,HAEMOPIS,3,3,1992,2016,3,
HAGENIUS,,Genus,FALSE,HAGENIUS,HAGENIUS,HAGENIUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,HAGENIUS,,,,,,
HAGENIUS BREVISTYLUS,137,Species,FALSE,HAGENIUS BREVISTYLUS,HAGENIUS,HAGENIUS BREVISTYLUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,HAGENIUS,60,33,1982,2020,43,17
HALIPLIDAE,362,Family,FALSE,HALIPLIDAE,HALIPLIDAE,HALIPLIDAE,ARTHROPODA,INSECTA,COLEOPTERA,HALIPLIDAE,,5,5,2013,2015,1,4
HALIPLUS,22,Genus,FALSE,HALIPLUS,HALIPLUS,HALIPLUS,ARTHROPODA,INSECTA,COLEOPTERA,HALIPLIDAE,HALIPLUS,138,95,1980,2020,100,38
HALIPLUS TRIOPSIS,576,Species,FALSE,HALIPLUS TRIOPSIS,HALIPLUS,HALIPLUS TRIOPSIS,ARTHROPODA,INSECTA,COLEOPTERA,HALIPLIDAE,HALIPLUS,6,5,1980,2008,5,1
HARNISCHIA,359,Genus,FALSE,HARNISCHIA,HARNISCHIA,HARNISCHIA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,HARNISCHIA,12,12,1983,2017,9,3
HEBRIDAE,273,Family,FALSE,HEBRIDAE,HEBRIDAE,HEBRIDAE,ARTHROPODA,INSECTA,HEMIPTERA,HEBRIDAE,,2,2,2010,2011,,2
HEBRUS,628,Genus,FALSE,HEBRUS,HEBRIDAE,HEBRUS,ARTHROPODA,INSECTA,HEMIPTERA,HEBRIDAE,HEBRUS,7,7,1980,2016,6,1
HELICHUS,1,Genus,FALSE,HELICHUS,HELICHUS,HELICHUS,ARTHROPODA,INSECTA,COLEOPTERA,DRYOPIDAE,HELICHUS,640,210,1980,2017,492,148
HELICHUS BASALIS,569,Species,FALSE,HELICHUS BASALIS,HELICHUS,HELICHUS BASALIS,ARTHROPODA,INSECTA,COLEOPTERA,DRYOPIDAE,HELICHUS,78,59,1980,2020,49,29
HELICHUS FASTIGIATUS,821,Species,FALSE,HELICHUS FASTIGIATUS,HELICHUS,HELICHUS FASTIGIATUS,ARTHROPODA,INSECTA,COLEOPTERA,DRYOPIDAE,HELICHUS,4,4,1993,2014,4,
HELICHUS LITHOPHILUS,300,Species,FALSE,HELICHUS LITHOPHILUS,HELICHUS,HELICHUS LITHOPHILUS,ARTHROPODA,INSECTA,COLEOPTERA,DRYOPIDAE,HELICHUS,154,75,1980,2020,111,43
HELICHUS SUTURALIS,339,Species,FALSE,HELICHUS SUTURALIS,HELICHUS,HELICHUS SUTURALIS,ARTHROPODA,INSECTA,COLEOPTERA,DRYOPIDAE,HELICHUS,181,76,2007,2020,144,37
HELICOPSYCHE,444,Genus,FALSE,HELICOPSYCHE,HELICOPSYCHE,HELICOPSYCHE,ARTHROPODA,INSECTA,TRICHOPTERA,HELICOPSYCHIDAE,HELICOPSYCHE,177,89,1982,2019,106,71
HELICOPSYCHE BOREALIS,445,Species,FALSE,HELICOPSYCHE BOREALIS,HELICOPSYCHE,HELICOPSYCHE BOREALIS,ARTHROPODA,INSECTA,TRICHOPTERA,HELICOPSYCHIDAE,HELICOPSYCHE,244,91,1983,2020,192,52
HELICOPSYCHE PIORA,1395,Species,FALSE,HELICOPSYCHE PIORA,HELICOPSYCHE,HELICOPSYCHE PIORA,ARTHROPODA,INSECTA,TRICHOPTERA,HELICOPSYCHIDAE,HELICOPSYCHE,141,58,1984,2019,106,35
HELISOMA,172,Genus,FALSE,HELISOMA,HELISOMA,HELISOMA,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,HELISOMA,115,81,1980,2018,60,55
HELOBDELLA,934,Genus,FALSE,HELOBDELLA,GLOSSIPHONIIDAE,HELOBDELLA,ANNELIDA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,HELOBDELLA,4,4,1983,2016,1,3
HELOBDELLA FUSCA,933,Species,FALSE,HELOBDELLA FUSCA,GLOSSIPHONIIDAE,HELOBDELLA FUSCA,ANNELIDA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,HELOBDELLA,1,1,2014,2014,1,
HELOCHARES,688,Genus,FALSE,HELOCHARES,HELOCHARES,HELOCHARES,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,HELOCHARES,74,68,1981,2019,40,34
HELOCHARES MACULICOLLIS,887,Species,FALSE,HELOCHARES MACULICOLLIS,HELOCHARES,HELOCHARES MACULICOLLIS,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,HELOCHARES,1,1,1984,1984,1,
HELOCOMBUS,28,Genus,FALSE,HELOCOMBUS,HELOCOMBUS,HELOCOMBUS,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,HELOCOMBUS,51,42,1982,2015,38,13
HELOPHORUS,29,Genus,FALSE,HELOPHORUS,HELOPHORUS,HELOPHORUS,ARTHROPODA,INSECTA,COLEOPTERA,HELOPHORIDAE,HELOPHORUS,269,150,1980,2020,201,68
HEMERODROMIA,474,Genus,FALSE,HEMERODROMIA,HEMERODROMIA,HEMERODROMIA,ARTHROPODA,INSECTA,DIPTERA,EMPIDIDAE,HEMERODROMIA,14,13,1982,2018,6,8
HEPTAGENIA,87,Genus,FALSE,HEPTAGENIA,HEPTAGENIA,HEPTAGENIA,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,HEPTAGENIA,80,62,1982,2018,20,60
HEPTAGENIA ELEGANTULA,88,Species,FALSE,HEPTAGENIA ELEGANTULA,HEPTAGENIA,HEPTAGENIA ELEGANTULA,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,HEPTAGENIA,444,131,1980,2019,370,74
HEPTAGENIA FLAVESCENS,89,Species,FALSE,HEPTAGENIA FLAVESCENS,HEPTAGENIA,HEPTAGENIA FLAVESCENS,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,HEPTAGENIA,543,80,1980,2019,524,19
HEPTAGENIA MARGINALIS,556,Species,FALSE,HEPTAGENIA MARGINALIS,HEPTAGENIA,HEPTAGENIA MARGINALIS,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,HEPTAGENIA,10,10,1980,2016,9,1
HEPTAGENIA PULLA,1451,Species,FALSE,HEPTAGENIA PULLA,HEPTAGENIA,HEPTAGENIA PULLA,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,HEPTAGENIA,8,6,1985,1996,8,
HEPTAGENIIDAE,230,Family,FALSE,HEPTAGENIIDAE,HEPTAGENIIDAE,HEPTAGENIIDAE,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,,292,173,1985,2020,148,144
HESPEROCORIXA,911,Genus,FALSE,HESPEROCORIXA,HESPEROCORIXA,HESPEROCORIXA,ARTHROPODA,INSECTA,HEMIPTERA,CORIXIDAE,HESPEROCORIXA,15,15,1983,2015,13,2
HETAERINA,271,Genus,FALSE,HETAERINA,HETAERINA,HETAERINA,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,HETAERINA,124,80,2006,2019,70,54
HETAERINA AMERICANA,129,Species,FALSE,HETAERINA AMERICANA,HETAERINA,HETAERINA AMERICANA,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,HETAERINA,1244,253,1980,2020,1062,182
HETAERINA TITIA,999,Species,FALSE,HETAERINA TITIA,HETAERINA,HETAERINA TITIA,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,HETAERINA,36,22,1995,2016,26,10
HETERELMIS,,Genus,FALSE,HETERELMIS,HETERELMIS,HETERELMIS,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,HETERELMIS,,,,,,
HETERELMIS VULNERATA,699,Species,FALSE,HETERELMIS VULNERATA,HETERELMIS,HETERELMIS VULNERATA,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,HETERELMIS,126,32,1981,2020,106,20
HETEROCERIDAE,264,Family,FALSE,HETEROCERIDAE,HETEROCERIDAE,HETEROCERIDAE,ARTHROPODA,INSECTA,COLEOPTERA,HETEROCERIDAE,,41,37,2006,2020,16,25
HETEROCLOEON,11,Genus,FALSE,HETEROCLOEON,HETEROCLOEON,HETEROCLOEON,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,HETEROCLOEON,23,11,2005,2020,17,6
HETEROSTERNUTA,289,Genus,FALSE,HETEROSTERNUTA,HETEROSTERNUTA,HETEROSTERNUTA,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HETEROSTERNUTA,11,11,2007,2016,2,9
HETEROSTERNUTA DIVERSICORNIS,307,Species,FALSE,HETEROSTERNUTA DIVERSICORNIS,HETEROSTERNUTA,HETEROSTERNUTA DIVERSICORNIS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HETEROSTERNUTA,235,138,1980,2020,166,69
HETEROSTERNUTA PULCHER,841,Species,FALSE,HETEROSTERNUTA PULCHER,HETEROSTERNUTA,HETEROSTERNUTA PULCHER,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HETEROSTERNUTA,4,4,2014,2016,3,1
HETEROSTERNUTA WICKHAMI,305,Species,FALSE,HETEROSTERNUTA WICKHAMI,HETEROSTERNUTA,HETEROSTERNUTA WICKHAMI,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,HETEROSTERNUTA,376,188,1980,2020,282,94
HEXAGENIA,84,Genus,FALSE,HEXAGENIA,HEXAGENIA,HEXAGENIA,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,HEXAGENIA,458,187,1980,2019,378,80
HEXAGENIA LIMBATA,508,Species,FALSE,HEXAGENIA LIMBATA,HEXAGENIA,HEXAGENIA LIMBATA,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,HEXAGENIA,88,59,1980,2017,68,20
HEXATOMA,73,Genus,FALSE,HEXATOMA,HEXATOMA,HEXATOMA,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,HEXATOMA,371,109,1980,2020,303,68
HIRUDINEA,487,Class,FALSE,HIRUDINEA,HIRUDINEA,HIRUDINEA,ANNELIDA,HIRUDINEA,,,,25,23,1980,2018,19,6
HIRUDINIDAE,,Family,FALSE,HIRUDINIDAE,HIRUDINIDAE,HIRUDINIDAE,ANNELIDA,HIRUDINEA,ARHYNCHOBDELLID,HIRUDINIDAE,,,,,,,
HOMOEONEURIA,697,Genus,FALSE,HOMOEONEURIA,HOMOEONEURIA,HOMOEONEURIA,ARTHROPODA,INSECTA,EPHEMEROPTERA,OLIGONEURIIDAE,HOMOEONEURIA,2,1,1981,2007,2,
HOMOEONEURIA AMMOPHILA,1450,Species,FALSE,HOMOEONEURIA AMMOPHILA,HOMOEONEURIA,HOMOEONEURIA AMMOPHILA,ARTHROPODA,INSECTA,EPHEMEROPTERA,OLIGONEURIIDAE,HOMOEONEURIA,17,12,1984,2019,17,
HYALELLA,,Genus,FALSE,HYALELLA,HYALELLA,HYALELLA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,HYALELLIDAE,HYALELLA,,,,,,
HYALELLA AZTECA,166,Species,FALSE,HYALELLA AZTECA,HYALELLA,HYALELLA AZTECA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,HYALELLIDAE,HYALELLA,1529,523,1980,2020,1062,467
HYBOMITRA,229,Genus,FALSE,HYBOMITRA,HYBOMITRA,HYBOMITRA,ARTHROPODA,INSECTA,DIPTERA,TABANIDAE,HYBOMITRA,14,14,2006,2017,2,12
HYDROBAENUS,523,Genus,FALSE,HYDROBAENUS,HYDROBAENUS,HYDROBAENUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,HYDROBAENUS,121,69,1983,2019,112,9
HYDROBIIDAE,128,Family,FALSE,HYDROBIIDAE,HYDROBIIDAE,HYDROBIIDAE,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,HYDROBIIDAE,,21,18,2005,2018,12,9
HYDROBIUS,30,Genus,FALSE,HYDROBIUS,HYDROBIUS,HYDROBIUS,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,HYDROBIUS,14,14,1980,2015,8,6
HYDROCANTHUS,,Genus,FALSE,HYDROCANTHUS,HYDROCANTHUS,HYDROCANTHUS,ARTHROPODA,INSECTA,COLEOPTERA,NOTERIDAE,HYDROCANTHUS,,,,,,
HYDROCANTHUS IRICOLOR,907,Species,FALSE,HYDROCANTHUS IRICOLOR,HYDROCANTHUS,HYDROCANTHUS IRICOLOR,ARTHROPODA,INSECTA,COLEOPTERA,NOTERIDAE,HYDROCANTHUS,18,17,1980,2017,14,4
HYDROCHARA,671,Genus,FALSE,HYDROCHARA,HYDROCHARA,HYDROCHARA,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,HYDROCHARA,9,9,1991,2013,3,6
HYDROCHUS,31,Genus,FALSE,HYDROCHUS,HYDROCHUS,HYDROCHUS,ARTHROPODA,INSECTA,COLEOPTERA,HYDROCHIDAE,HYDROCHUS,108,81,1981,2020,64,44
HYDROMETRA,472,Genus,FALSE,HYDROMETRA,HYDROMETRA,HYDROMETRA,ARTHROPODA,INSECTA,HEMIPTERA,HYDROMETRIDAE,HYDROMETRA,88,58,1980,2019,79,9
HYDROMETRA MARTINI,953,Species,FALSE,HYDROMETRA MARTINI,HYDROMETRA,HYDROMETRA MARTINI,ARTHROPODA,INSECTA,HEMIPTERA,HYDROMETRIDAE,HYDROMETRA,1,1,1993,1993,1,
HYDROPERLA,555,Genus,FALSE,HYDROPERLA,HYDROPERLA,HYDROPERLA,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,HYDROPERLA,31,20,1980,2013,29,2
HYDROPERLA CROSBYI,583,Species,FALSE,HYDROPERLA CROSBYI,HYDROPERLA,HYDROPERLA CROSBYI,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,HYDROPERLA,13,7,1988,2004,13,
HYDROPERLA FUGITANS,1082,Species,FALSE,HYDROPERLA FUGITANS,HYDROPERLA,HYDROPERLA FUGITANS,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,HYDROPERLA,4,3,2002,2010,4,
HYDROPHILIDAE,207,Family,FALSE,HYDROPHILIDAE,HYDROPHILIDAE,HYDROPHILIDAE,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,,100,78,1980,2019,58,42
HYDROPHILUS,32,Genus,FALSE,HYDROPHILUS,HYDROPHILUS,HYDROPHILUS,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,HYDROPHILUS,9,9,1980,2017,5,4
